img_id,input_img,label_img,valid_type1,valid_type2,valid_type3,valid_type4,valid_type5,valid_type6,valid_type7,valid_type8,valid_type9,valid_type10,valid_type11
10413,train_input_10413.png,train_label_10413.png,train,train,train,train,train,except,valid,train,unseen,unseen,train
10414,train_input_10414.png,train_label_10414.png,train,train,train,train,train,except,train,train,train,train,train
10415,train_input_10415.png,train_label_10415.png,train,train,train,train,train,except,train,except,unseen,train,train
10416,train_input_10416.png,train_label_10416.png,train,train,train,train,train,except,train,train,train,train,train
10417,train_input_10417.png,train_label_10417.png,train,train,train,train,train,except,train,except,train,train,train
10418,train_input_10418.png,train_label_10418.png,train,train,train,train,train,except,train,train,train,train,train
10419,train_input_10419.png,train_label_10419.png,train,train,train,train,train,except,train,train,train,train,train
10420,train_input_10420.png,train_label_10420.png,train,train,train,train,train,except,train,train,unseen,train,train
10421,train_input_10421.png,train_label_10421.png,train,train,train,train,train,except,train,except,train,train,train
10422,train_input_10422.png,train_label_10422.png,train,train,train,train,train,except,train,train,train,train,train
10423,train_input_10423.png,train_label_10423.png,train,train,train,train,train,except,train,except,train,train,train
10424,train_input_10424.png,train_label_10424.png,train,train,train,train,train,except,train,except,train,train,train
10425,train_input_10425.png,train_label_10425.png,train,train,train,train,train,except,train,except,unseen,unseen,train
10426,train_input_10426.png,train_label_10426.png,train,train,train,train,train,except,train,except,unseen,train,train
10427,train_input_10427.png,train_label_10427.png,train,train,train,train,train,except,train,except,train,train,train
10428,train_input_10428.png,train_label_10428.png,train,train,train,train,train,except,train,train,train,train,train
10429,train_input_10429.png,train_label_10429.png,train,train,train,train,train,except,train,except,train,train,train
10430,train_input_10430.png,train_label_10430.png,train,train,train,train,train,except,train,train,train,train,train
10431,train_input_10431.png,train_label_10431.png,train,train,train,train,train,except,train,except,train,train,train
10432,train_input_10432.png,train_label_10432.png,train,train,train,train,train,except,train,except,train,train,train
10433,train_input_10433.png,train_label_10433.png,train,train,train,train,train,except,valid,train,train,train,train
10434,train_input_10434.png,train_label_10434.png,train,train,train,train,train,except,train,except,train,train,train
10435,train_input_10435.png,train_label_10435.png,train,train,train,train,train,except,except,train,train,train,train
10436,train_input_10436.png,train_label_10436.png,train,train,train,train,train,except,except,train,train,train,train
10437,train_input_10437.png,train_label_10437.png,train,train,train,train,train,except,except,train,train,train,train
10438,train_input_10438.png,train_label_10438.png,train,train,train,train,train,except,except,except,train,train,train
10439,train_input_10439.png,train_label_10439.png,train,train,train,train,train,except,except,except,unseen,train,train
10440,train_input_10440.png,train_label_10440.png,train,train,train,train,train,except,except,train,unseen,unseen,train
10441,train_input_10441.png,train_label_10441.png,train,train,train,train,train,except,except,except,train,train,train
10442,train_input_10442.png,train_label_10442.png,train,train,train,train,train,except,except,train,train,train,train
10443,train_input_10443.png,train_label_10443.png,train,train,train,train,train,except,except,train,train,train,train
10444,train_input_10444.png,train_label_10444.png,train,train,train,train,train,except,except,train,train,train,train
10445,train_input_10445.png,train_label_10445.png,train,train,train,train,train,except,except,except,train,train,train
10446,train_input_10446.png,train_label_10446.png,train,train,train,train,train,except,except,train,train,train,train
10447,train_input_10447.png,train_label_10447.png,train,train,train,train,train,except,except,train,train,train,train
10448,train_input_10448.png,train_label_10448.png,train,train,train,train,train,except,train,except,train,train,train
10449,train_input_10449.png,train_label_10449.png,train,train,train,train,train,except,train,train,unseen,train,train
10450,train_input_10450.png,train_label_10450.png,train,train,train,train,train,except,except,except,train,train,train
10451,train_input_10451.png,train_label_10451.png,train,train,train,train,train,except,except,train,train,train,train
10452,train_input_10452.png,train_label_10452.png,train,train,train,train,train,except,except,train,train,train,train
10453,train_input_10453.png,train_label_10453.png,train,train,train,train,train,except,except,train,train,train,train
10454,train_input_10454.png,train_label_10454.png,train,train,train,except,except,except,valid,train,train,train,train
10455,train_input_10455.png,train_label_10455.png,train,train,train,train,train,except,except,except,train,train,train
10456,train_input_10456.png,train_label_10456.png,train,train,train,train,train,except,except,train,unseen,train,train
10457,train_input_10457.png,train_label_10457.png,train,train,train,train,train,except,except,train,train,train,train
10458,train_input_10458.png,train_label_10458.png,train,train,train,train,train,except,except,train,train,train,train
10459,train_input_10459.png,train_label_10459.png,train,train,train,train,train,except,except,train,train,train,train
10460,train_input_10460.png,train_label_10460.png,train,train,train,train,train,except,except,train,train,train,train
10461,train_input_10461.png,train_label_10461.png,train,train,train,train,train,except,except,except,unseen,train,train
10462,train_input_10462.png,train_label_10462.png,train,train,train,train,train,except,except,train,train,train,train
10463,train_input_10463.png,train_label_10463.png,train,train,train,train,train,except,except,train,train,train,train
10464,train_input_10464.png,train_label_10464.png,train,train,train,train,train,except,train,except,train,train,train
10465,train_input_10465.png,train_label_10465.png,train,train,train,train,train,except,except,train,train,train,train
10466,train_input_10466.png,train_label_10466.png,train,train,train,train,train,except,train,except,train,train,train
10467,train_input_10467.png,train_label_10467.png,train,train,train,train,train,except,except,train,train,train,train
10468,train_input_10468.png,train_label_10468.png,train,train,train,train,train,except,except,train,train,train,train
10469,train_input_10469.png,train_label_10469.png,train,train,train,train,train,except,except,except,train,train,train
10470,train_input_10470.png,train_label_10470.png,train,train,train,train,train,except,except,train,train,train,train
10471,train_input_10471.png,train_label_10471.png,train,train,train,train,train,except,except,train,train,train,train
10472,train_input_10472.png,train_label_10472.png,train,train,train,train,train,except,except,train,train,train,train
10473,train_input_10473.png,train_label_10473.png,train,train,train,train,train,except,train,except,train,train,train
10474,train_input_10474.png,train_label_10474.png,train,train,train,train,train,except,except,train,train,train,train
10475,train_input_10475.png,train_label_10475.png,train,train,train,train,train,except,except,except,train,train,train
10476,train_input_10476.png,train_label_10476.png,train,train,train,train,train,except,except,train,train,train,train
10477,train_input_10477.png,train_label_10477.png,train,train,train,train,train,except,except,except,train,train,train
10478,train_input_10478.png,train_label_10478.png,train,train,train,train,train,except,except,train,train,train,train
10479,train_input_10479.png,train_label_10479.png,train,train,train,train,train,except,except,train,train,train,train
10480,train_input_10480.png,train_label_10480.png,train,train,train,train,train,except,except,except,train,train,train
10481,train_input_10481.png,train_label_10481.png,train,train,train,train,train,except,except,except,train,train,train
10482,train_input_10482.png,train_label_10482.png,train,train,train,train,train,except,except,except,train,train,train
10483,train_input_10483.png,train_label_10483.png,train,train,train,train,train,except,except,train,train,train,train
10484,train_input_10484.png,train_label_10484.png,train,train,train,train,train,except,except,train,train,train,train
10485,train_input_10485.png,train_label_10485.png,train,train,train,train,train,except,except,train,train,train,train
10486,train_input_10486.png,train_label_10486.png,train,train,train,train,train,except,except,except,train,train,train
10487,train_input_10487.png,train_label_10487.png,train,train,train,train,train,except,train,except,train,train,train
10488,train_input_10488.png,train_label_10488.png,train,train,train,train,train,except,except,train,unseen,train,train
10489,train_input_10489.png,train_label_10489.png,train,train,train,train,train,except,except,train,train,train,train
10490,train_input_10490.png,train_label_10490.png,train,train,train,train,train,except,except,train,train,train,train
10491,train_input_10491.png,train_label_10491.png,train,train,train,train,train,except,except,train,train,train,train
10492,train_input_10492.png,train_label_10492.png,train,train,train,train,train,except,except,train,train,train,train
10493,train_input_10493.png,train_label_10493.png,train,train,train,train,train,except,except,train,train,train,train
10494,train_input_10494.png,train_label_10494.png,train,train,train,train,train,except,except,train,train,train,train
10495,train_input_10495.png,train_label_10495.png,train,train,train,train,train,except,except,train,train,train,train
10496,train_input_10496.png,train_label_10496.png,train,train,train,train,train,except,except,train,train,train,train
10497,train_input_10497.png,train_label_10497.png,train,train,train,train,train,except,except,except,train,train,train
10498,train_input_10498.png,train_label_10498.png,train,train,train,train,train,except,except,train,train,train,train
10499,train_input_10499.png,train_label_10499.png,train,train,train,train,train,except,except,train,train,train,train
10500,train_input_10500.png,train_label_10500.png,train,train,train,train,train,except,except,train,train,train,train
10501,train_input_10501.png,train_label_10501.png,train,train,train,train,train,except,except,train,train,train,train
10502,train_input_10502.png,train_label_10502.png,train,train,train,train,train,except,except,except,train,train,train
10503,train_input_10503.png,train_label_10503.png,train,train,train,train,train,except,except,train,train,train,train
10504,train_input_10504.png,train_label_10504.png,train,train,train,train,except,except,except,except,unseen,unseen,train
10505,train_input_10505.png,train_label_10505.png,train,train,train,train,train,except,except,train,train,train,train
10506,train_input_10506.png,train_label_10506.png,train,train,train,train,train,except,except,except,train,train,train
10507,train_input_10507.png,train_label_10507.png,train,train,train,train,train,except,except,train,train,train,train
10508,train_input_10508.png,train_label_10508.png,train,train,train,train,train,except,except,train,train,train,train
10509,train_input_10509.png,train_label_10509.png,train,train,train,train,train,except,except,except,train,train,train
10510,train_input_10510.png,train_label_10510.png,train,train,train,train,train,except,except,except,train,train,train
10511,train_input_10511.png,train_label_10511.png,train,train,train,train,train,except,except,train,train,train,train
10512,train_input_10512.png,train_label_10512.png,train,train,train,train,train,except,except,train,train,train,train
10513,train_input_10513.png,train_label_10513.png,train,train,train,train,train,except,except,train,train,train,train
10514,train_input_10514.png,train_label_10514.png,train,train,train,train,train,except,except,train,train,train,train
10515,train_input_10515.png,train_label_10515.png,train,train,train,train,train,except,except,train,train,train,train
10516,train_input_10516.png,train_label_10516.png,train,train,train,train,train,except,except,train,train,train,train
10517,train_input_10517.png,train_label_10517.png,train,train,train,train,train,except,except,train,train,train,train
10518,train_input_10518.png,train_label_10518.png,train,train,train,train,train,except,except,except,train,train,train
10519,train_input_10519.png,train_label_10519.png,train,train,train,train,train,except,except,except,train,train,train
10520,train_input_10520.png,train_label_10520.png,train,train,train,train,train,except,except,train,train,train,train
10521,train_input_10521.png,train_label_10521.png,train,train,train,train,train,except,except,except,unseen,unseen,train
10522,train_input_10522.png,train_label_10522.png,train,train,train,train,train,except,except,train,train,train,train
10523,train_input_10523.png,train_label_10523.png,train,train,train,train,train,except,except,except,train,train,train
10524,train_input_10524.png,train_label_10524.png,train,train,train,train,train,except,except,train,train,train,train
10525,train_input_10525.png,train_label_10525.png,train,train,train,train,train,except,except,train,train,train,train
10526,train_input_10526.png,train_label_10526.png,train,train,train,train,train,except,except,train,train,train,train
10527,train_input_10527.png,train_label_10527.png,train,train,train,train,except,except,except,train,train,train,train
10528,train_input_10528.png,train_label_10528.png,train,train,train,train,train,except,except,train,train,train,train
10529,train_input_10529.png,train_label_10529.png,train,train,train,train,train,except,except,except,train,train,train
10530,train_input_10530.png,train_label_10530.png,train,train,train,train,train,except,except,train,train,train,train
10531,train_input_10531.png,train_label_10531.png,train,train,train,train,train,except,except,train,train,train,train
10532,train_input_10532.png,train_label_10532.png,train,train,train,train,train,except,except,except,train,train,train
10533,train_input_10533.png,train_label_10533.png,train,train,train,train,train,except,except,train,train,train,train
10534,train_input_10534.png,train_label_10534.png,train,train,train,train,train,except,except,train,train,train,train
10535,train_input_10535.png,train_label_10535.png,train,train,train,train,train,except,except,train,train,train,train
10536,train_input_10536.png,train_label_10536.png,train,train,train,train,except,except,except,except,train,train,train
10537,train_input_10537.png,train_label_10537.png,train,train,train,train,train,except,except,except,train,train,train
10538,train_input_10538.png,train_label_10538.png,train,train,train,train,train,except,except,except,train,train,train
10539,train_input_10539.png,train_label_10539.png,train,train,train,train,train,except,except,except,train,train,train
10540,train_input_10540.png,train_label_10540.png,train,train,train,train,train,except,except,except,train,train,train
10541,train_input_10541.png,train_label_10541.png,train,train,train,train,train,except,except,except,train,train,train
10542,train_input_10542.png,train_label_10542.png,train,train,train,train,train,except,except,train,train,train,train
10543,train_input_10543.png,train_label_10543.png,train,train,train,train,train,except,except,train,train,train,train
10544,train_input_10544.png,train_label_10544.png,train,train,train,train,train,except,except,train,train,train,train
10545,train_input_10545.png,train_label_10545.png,train,train,train,train,train,except,except,except,train,train,train
10546,train_input_10546.png,train_label_10546.png,train,train,train,train,train,except,except,train,train,train,train
10547,train_input_10547.png,train_label_10547.png,train,train,train,train,train,except,except,train,train,train,train
10548,train_input_10548.png,train_label_10548.png,train,train,train,train,train,except,except,train,train,train,train
10549,train_input_10549.png,train_label_10549.png,train,train,train,train,except,except,except,train,unseen,unseen,train
10550,train_input_10550.png,train_label_10550.png,train,train,train,train,train,except,train,train,train,train,train
10551,train_input_10551.png,train_label_10551.png,train,train,train,train,train,except,except,train,train,train,train
10552,train_input_10552.png,train_label_10552.png,train,train,train,train,train,except,except,except,train,train,train
10553,train_input_10553.png,train_label_10553.png,train,train,train,train,train,except,except,except,train,train,train
10554,train_input_10554.png,train_label_10554.png,train,train,train,train,train,except,except,train,train,train,train
10555,train_input_10555.png,train_label_10555.png,train,train,train,train,train,except,except,except,train,train,train
10556,train_input_10556.png,train_label_10556.png,train,train,train,train,train,except,except,train,train,train,train
10557,train_input_10557.png,train_label_10557.png,train,train,train,train,train,except,except,except,train,train,train
10558,train_input_10558.png,train_label_10558.png,train,train,train,train,train,except,except,train,train,train,train
10559,train_input_10559.png,train_label_10559.png,train,train,train,train,train,except,except,except,train,train,train
10560,train_input_10560.png,train_label_10560.png,train,train,train,train,train,except,except,train,train,train,train
10561,train_input_10561.png,train_label_10561.png,train,train,train,train,train,except,except,except,train,train,train
10562,train_input_10562.png,train_label_10562.png,train,train,train,train,train,except,except,train,train,train,train
10563,train_input_10563.png,train_label_10563.png,train,train,train,train,train,except,except,except,train,train,train
10564,train_input_10564.png,train_label_10564.png,train,train,train,train,train,except,except,except,train,train,train
10565,train_input_10565.png,train_label_10565.png,train,train,train,train,train,except,except,train,unseen,train,train
10566,train_input_10566.png,train_label_10566.png,train,train,train,train,train,except,except,train,train,train,train
10567,train_input_10567.png,train_label_10567.png,train,train,train,train,train,except,except,except,train,train,train
10568,train_input_10568.png,train_label_10568.png,train,train,train,except,except,except,except,train,unseen,unseen,train
10569,train_input_10569.png,train_label_10569.png,train,train,train,except,except,except,valid,except,train,train,train
10570,train_input_10570.png,train_label_10570.png,train,train,train,train,train,except,except,train,train,train,train
10571,train_input_10571.png,train_label_10571.png,train,train,train,train,train,except,except,except,train,train,train
10572,train_input_10572.png,train_label_10572.png,train,train,train,train,train,except,except,except,train,train,train
10573,train_input_10573.png,train_label_10573.png,train,train,train,train,train,except,except,train,train,train,train
10574,train_input_10574.png,train_label_10574.png,train,train,train,train,train,except,except,train,unseen,train,train
10575,train_input_10575.png,train_label_10575.png,train,train,train,train,train,except,except,train,train,train,train
10576,train_input_10576.png,train_label_10576.png,train,train,train,train,train,except,except,train,train,train,train
10577,train_input_10577.png,train_label_10577.png,train,train,train,train,train,except,except,except,train,train,train
10578,train_input_10578.png,train_label_10578.png,train,train,train,train,train,except,train,train,train,train,train
10579,train_input_10579.png,train_label_10579.png,train,train,train,train,train,except,except,except,unseen,train,train
10580,train_input_10580.png,train_label_10580.png,train,train,train,train,train,except,train,train,train,train,train
10581,train_input_10581.png,train_label_10581.png,train,train,except,except,except,except,except,except,train,train,train
10582,train_input_10582.png,train_label_10582.png,train,train,train,train,train,except,train,train,train,train,train
10583,train_input_10583.png,train_label_10583.png,train,train,except,except,except,except,except,except,unseen,unseen,train
10584,train_input_10584.png,train_label_10584.png,train,train,train,train,train,except,except,except,train,train,train
10585,train_input_10585.png,train_label_10585.png,train,train,train,train,train,except,except,train,train,train,train
10586,train_input_10586.png,train_label_10586.png,train,train,train,train,train,except,except,train,train,train,train
10587,train_input_10587.png,train_label_10587.png,train,train,train,train,train,except,except,train,train,train,train
10588,train_input_10588.png,train_label_10588.png,train,train,train,train,train,except,except,train,train,train,train
10589,train_input_10589.png,train_label_10589.png,train,train,train,train,train,except,except,train,train,train,train
10590,train_input_10590.png,train_label_10590.png,train,train,train,train,train,except,except,except,train,train,train
10591,train_input_10591.png,train_label_10591.png,train,train,train,train,train,except,except,train,train,train,train
10592,train_input_10592.png,train_label_10592.png,train,train,train,train,train,except,except,train,train,train,train
10593,train_input_10593.png,train_label_10593.png,train,train,train,train,train,except,except,train,train,train,train
10594,train_input_10594.png,train_label_10594.png,train,train,train,train,train,except,except,train,train,train,train
10595,train_input_10595.png,train_label_10595.png,train,train,train,train,train,except,valid,train,train,train,train
10596,train_input_10596.png,train_label_10596.png,train,train,train,train,train,except,except,train,train,train,train
10597,train_input_10597.png,train_label_10597.png,train,train,train,train,train,except,train,except,unseen,train,train
10598,train_input_10598.png,train_label_10598.png,train,train,train,train,train,except,train,except,train,train,train
10599,train_input_10599.png,train_label_10599.png,train,train,train,train,train,except,train,except,train,train,train
10600,train_input_10600.png,train_label_10600.png,train,train,train,train,train,except,except,except,train,train,train
10601,train_input_10601.png,train_label_10601.png,train,train,train,train,train,except,except,train,unseen,unseen,train
10602,train_input_10602.png,train_label_10602.png,train,train,train,train,train,except,train,except,train,train,train
10603,train_input_10603.png,train_label_10603.png,train,train,train,train,train,except,except,train,train,train,train
10604,train_input_10604.png,train_label_10604.png,train,train,train,train,train,except,except,train,train,train,train
10605,train_input_10605.png,train_label_10605.png,train,train,train,train,train,except,except,train,train,train,train
10606,train_input_10606.png,train_label_10606.png,train,train,train,train,train,except,except,train,train,train,train
10607,train_input_10607.png,train_label_10607.png,train,train,train,train,train,except,except,except,train,train,train
10608,train_input_10608.png,train_label_10608.png,train,train,train,train,train,except,except,train,train,train,train
10609,train_input_10609.png,train_label_10609.png,train,train,train,train,train,except,except,train,train,train,train
10610,train_input_10610.png,train_label_10610.png,train,train,train,train,train,except,except,train,train,train,train
10611,train_input_10611.png,train_label_10611.png,train,train,train,train,train,except,except,train,train,train,train
10612,train_input_10612.png,train_label_10612.png,train,train,train,train,train,except,except,train,train,train,train
10613,train_input_10613.png,train_label_10613.png,train,train,train,train,train,except,except,except,train,train,train
10614,train_input_10614.png,train_label_10614.png,train,train,train,train,train,except,except,train,train,train,train
10615,train_input_10615.png,train_label_10615.png,train,train,train,train,train,except,except,train,train,train,train
10616,train_input_10616.png,train_label_10616.png,train,train,train,train,train,except,except,train,train,train,train
10617,train_input_10617.png,train_label_10617.png,train,train,train,train,train,except,train,train,train,train,train
10618,train_input_10618.png,train_label_10618.png,train,train,train,train,train,except,except,train,train,train,train
10619,train_input_10619.png,train_label_10619.png,train,train,train,train,train,except,except,except,train,train,train
10620,train_input_10620.png,train_label_10620.png,train,train,train,train,train,except,except,except,train,train,train
10621,train_input_10621.png,train_label_10621.png,train,train,train,train,train,except,except,except,unseen,train,train
